overfit_rank,overfit_config_id,overfit_stage,reference_source,reference_source_config_id,model,resolved_model,cnn_epochs,stage1_regularization_value,cnn_weight_decay,cnn_dropout,cnn_label_smoothing,sqi_mode,aggregation,window_sampler,windows_per_subject_per_epoch,train_overlap_pct,subject_balanced_accuracy_mean,subject_balanced_accuracy_std,subject_balanced_accuracy_ci95_low,subject_macro_f1_mean,subject_macro_f1_std,worst_class_recall_mean,worst_class_f1_mean,train_val_balanced_accuracy_gap_mean,best_epoch_train_balanced_accuracy_mean,best_epoch_val_balanced_accuracy_mean,n_train_samples_per_epoch_mean,duration_sec_mean
14,gen_024,generalization,,,inceptiontime,inception_time,10,wd0.005_do0.5_ls0.2,0.005,0.5,0.2,top50_quality,mean_prob,class_subject_balanced,50%,30.0,0.5648148148148147,0.0526842901700974,0.499409115621484,0.5475522062478584,0.0620594012202128,0.35,0.4128937728937728,0.473641721666255,0.9721596965764364,0.4985179749101814,14111.8,147.71125598386865
15,gen_094,generalization,,,inceptiontime,inception_time,15,wd0.01_do0.5_ls0.3,0.01,0.5,0.3,none,mean_prob,class_subject_balanced,50%,30.0,0.562962962962963,0.0799600165857945,0.4636954056812942,0.5462729515440513,0.1067890917748644,0.4083333333333334,0.4502380952380952,0.4701843849592852,0.987004966542514,0.5168205815832289,28078.4,366.6629512031097
16,gen_116,generalization,,,small_inceptiontime,small_inception_time,10,wd0.005_do0.5_ls0.2,0.005,0.5,0.2,none,mean_prob,subject_balanced,50%,30.0,0.5629629629629629,0.0687153079947407,0.477655317170062,0.55839857673191,0.0736011139442624,0.3916666666666667,0.4399206349206349,0.4451239541738756,0.9510947996143662,0.5059708454404905,22608.0,64.98927926598117
17,gen_065,generalization,,,inceptiontime,inception_time,15,wd0.005_do0.5_ls0.2,0.005,0.5,0.2,none,mean_prob,class_subject_balanced,50%,0.0,0.5629629629629629,0.0946869616858937,0.4454124196499004,0.552113955950273,0.0945974724902127,0.3916666666666667,0.4457142857142856,0.4596471156003947,0.98201345021153,0.5223663346111351,19735.0,276.1084015224129
19,gen_001,generalization,,,inceptiontime,inception_time,10,wd0.005_do0.5_ls0.2,0.005,0.5,0.2,none,mean_prob,none,all,0.0,0.5592592592592592,0.0551100968146406,0.4908420061628216,0.5486065416065415,0.0535546932301214,0.4,0.4509206349206349,0.4670620433797458,0.9856277333592384,0.5185656899794925,31704.0,274.57955424059185
20,gen_177,generalization,,,small_inceptiontime,small_inception_time,15,wd0.005_do0.5_ls0.2,0.005,0.5,0.2,none,mean_prob,class_subject_balanced,50%,0.0,0.5583333333333333,0.1061589317620846,0.4265407413652411,0.5521513543598167,0.108387628756217,0.4333333333333333,0.4629288358700124,0.448125706620158,0.9543400468826058,0.5062143402624476,19735.0,83.75326548698358
21,gen_198,generalization,,,small_inceptiontime,small_inception_time,15,wd0.01_do0.5_ls0.3,0.01,0.5,0.3,none,mean_prob,none,all,30.0,0.5583333333333333,0.0797587239531778,0.4593156737979615,0.5456649616368286,0.0746942633880633,0.425,0.4776190476190476,0.4811806166559582,0.9809227252080722,0.499742108552114,45180.0,168.29436042453162
22,gen_108,generalization,,,inceptiontime,inception_time,15,wd0.01_do0.5_ls0.3,0.01,0.5,0.3,top50_quality,mean_prob,class_subject_balanced,50%,30.0,0.5574074074074075,0.0178105407978438,0.5352962454247128,0.5438815592806707,0.01401145714766,0.4083333333333334,0.4540345428789365,0.483501388596928,0.9782509626229616,0.4947495740260335,14111.8,216.26799279442056
23,gen_099,generalization,,,inceptiontime,inception_time,15,wd0.01_do0.5_ls0.3,0.01,0.5,0.3,top50_quality,mean_prob,none,all,0.0,0.5564814814814815,0.0981219391980663,0.4346665340135627,0.5548624313423075,0.0996714897905632,0.4694444444444444,0.5109523809523809,0.4857930007291203,0.9871069757121946,0.5013139749830742,16044.0,236.60605525975117
24,gen_051,generalization,,,inceptiontime,inception_time,10,wd0.01_do0.5_ls0.3,0.01,0.5,0.3,top50_quality,mean_prob,class_subject_balanced,50%,0.0,0.5564814814814815,0.0865133972355413,0.4490781318774172,0.5449620331359462,0.0964927374997669,0.375,0.4291575091575091,0.4633050890963321,0.9620663361093876,0.4987612470130553,9976.2,117.82358821858652
25,gen_056,generalization,,,inceptiontime,inception_time,10,wd0.01_do0.5_ls0.3,0.01,0.5,0.3,top50_quality,mean_prob,class_subject_balanced,32,30.0,0.5564814814814814,0.0809457345025442,0.4559901899643459,0.5394577189809387,0.0842610083479531,0.3666666666666666,0.4440925087983912,0.437548557621179,0.9270046296296296,0.4894560720084506,4608.0,79.5085102721583
26,gen_016,generalization,,,inceptiontime,inception_time,10,wd0.005_do0.5_ls0.2,0.005,0.5,0.2,top50_quality,mean_prob,none,all,30.0,0.5537037037037037,0.1079607394472766,0.4196742306638269,0.5538777316270922,0.1102594602064761,0.4666666666666667,0.4665411882803187,0.4898903299837348,0.9843532839286696,0.4944629539449348,22632.0,208.98830259367824
29,gen_155,generalization,,,small_inceptiontime,small_inception_time,10,wd0.01_do0.5_ls0.3,0.01,0.5,0.3,top50_quality,mean_prob,none,all,0.0,0.55,0.0798124516278146,0.4509156394401994,0.5465954623292084,0.0828489021863611,0.4,0.4386813186813186,0.443213146157119,0.9354743989601804,0.4922612528030612,16044.0,50.37950500925072
30,gen_100,generalization,,,inceptiontime,inception_time,15,wd0.01_do0.5_ls0.3,0.01,0.5,0.3,top50_quality,mean_prob,none,all,30.0,0.55,0.0489297318170938,0.4892554533712671,0.5462962673115228,0.0560969951349307,0.4305555555555555,0.4722196796338672,0.4865357720804643,0.989295861685776,0.5027600896053119,22632.0,307.9222737765405
31,gen_045,generalization,,,inceptiontime,inception_time,10,wd0.01_do0.5_ls0.3,0.01,0.5,0.3,top50_quality,mean_prob,subject_balanced,50%,0.0,0.55,0.0368048276191699,0.5043080968472814,0.5406692206503756,0.0417117018128252,0.45,0.4738837289301685,0.4777126680608202,0.9620231425196708,0.4843104744588505,8040.0,103.74447405161337
32,gen_004,generalization,,,inceptiontime,inception_time,10,wd0.005_do0.5_ls0.2,0.005,0.5,0.2,none,mean_prob,subject_balanced,50%,30.0,0.55,0.0927313774707724,0.4348772459293946,0.5369104664299172,0.1003953621866682,0.3666666666666666,0.4482745324850588,0.4602546462181432,0.9808709691481848,0.5206163229300416,22608.0,208.96564202201552
33,gen_017,generalization,,,inceptiontime,inception_time,10,wd0.005_do0.5_ls0.2,0.005,0.5,0.2,top50_quality,mean_prob,subject_balanced,50%,0.0,0.549074074074074,0.0419996978890434,0.4969329216077039,0.5374139856245119,0.0534150235385718,0.35,0.4173160173160173,0.4840687381460499,0.9633663706009262,0.4792976324548762,8040.0,103.92005984298883
35,gen_149,generalization,,,small_inceptiontime,small_inception_time,10,wd0.01_do0.5_ls0.3,0.01,0.5,0.3,none,mean_prob,class_subject_balanced,50%,0.0,0.5481481481481482,0.0570403438194868,0.4773345610675155,0.5366442845080616,0.0574295194286067,0.375,0.4328822055137844,0.4343198904793667,0.9360966070340082,0.5017767165546413,19735.0,58.73666342603974
36,gen_186,generalization,,,small_inceptiontime,small_inception_time,15,wd0.005_do0.5_ls0.2,0.005,0.5,0.2,top50_quality,mean_prob,subject_balanced,50%,30.0,0.5472222222222223,0.0759597937110877,0.4529208013961198,0.5352672473725105,0.0761814306669118,0.3583333333333333,0.4053479853479853,0.4514764777747063,0.9407090608408613,0.4892325830661549,11364.0,56.92233574297279
37,gen_170,generalization,,,small_inceptiontime,small_inception_time,15,wd0.005_do0.5_ls0.2,0.005,0.5,0.2,none,mean_prob,none,all,30.0,0.5462962962962963,0.1161105204072634,0.4021491559168872,0.538415016460783,0.1139589344990703,0.4333333333333334,0.4753105590062113,0.4893654837389508,0.9818005549819022,0.4924350712429514,45180.0,165.7929840097204
